gene,probe,log2FC,fold_change,p_value,p_adj,status
AGER,210081_at,-4.4174695309929675,0.04679604675762924,1.1500337265148704e-39,2.847355725325651e-36,Down
SPP1,209875_s_at,4.364415124273043,20.59775394763697,8.06638811477672e-39,1.1982888424104644e-35,Up
FABP4,203980_at,-3.83854131283955,0.06990108634424681,1.9638642532561494e-37,1.6831071982810298e-34,Down
CYP4B1,210096_at,-3.709796398905344,0.07642580222616742,4.493787466207068e-25,4.021488598774783e-23,Down
WIF1,204712_at,-3.6867095054025345,0.07765865303511636,6.041175257646527e-25,5.217655359152618e-23,Down
TMEM100,219230_at,-3.570312733105556,0.08418384803742994,8.539434094800653e-29,1.268561399562953e-26,Down
FCN3,205866_at,-3.503098881885994,0.08819869489374225,1.2313549815284558e-31,2.888240321410377e-29,Down
CLDN18,214135_at,-3.446411652246656,0.09173323626001055,1.5810174794680909e-31,3.631939432472935e-29,Down
FAM107A,209074_s_at,-3.3717985706576377,0.09660230539580879,6.564350549929972e-44,1.4627342330408957e-39,Down
ADH1B,209612_s_at,-3.346904757887054,0.09828364967562167,2.5225429191541457e-29,4.226302546429461e-27,Down
CLIC5,213317_at,-3.0835513684936666,0.11796645941306214,2.3191799510735222e-30,4.416947593997547e-28,Down
SFTPC,38691_s_at,-2.9895492505450356,0.1259087760106821,3.720592527745259e-18,1.2138501214604334e-16,Down
ABCA8,204719_at,-2.959909688067558,0.12852227350528594,5.548815764604042e-37,3.988524570408769e-34,Down
TNNC1,209904_at,-2.8979773258715715,0.13415964430376118,1.0299253696616749e-30,2.0490916975152767e-28,Down
MMP1,204475_at,2.862035576037652,7.2704042134028395,7.193243289328505e-16,1.6492797805010042e-14,Up
GPM6A,209470_s_at,-2.8358372182952145,0.14006445459040642,2.4698791624067625e-38,2.839997982149761e-35,Down
SPINK1,206239_s_at,2.7583995175429328,6.766451835604432,2.221420354772832e-12,2.9587513308668866e-11,Up
SCGB1A1,205725_at,-2.7574229385608717,0.14788801670911594,1.2091706154937866e-10,1.205545808726982e-09,Down
SFTPD,214199_at,-2.7166264973874004,0.1521296749302691,5.286664266953993e-23,3.3754366722216573e-21,Down
UPK3B,206658_at,-2.706312487959183,0.15322116618489978,1.5347365371788066e-29,2.6717604889027615e-27,Down
ADIRF,203571_s_at,-2.7054627631871915,0.15331143763242494,2.6132020290007694e-30,4.893275698506231e-28,Down
CDH5,204677_at,-2.6195733631481346,0.16271584349204815,2.5719590174170307e-40,9.551827130850617e-37,Down
HBB,211696_x_at,-2.576989371646027,0.16759030858307508,2.812122033367924e-23,1.881757215301425e-21,Down
FHL1,201540_at,-2.5550411671062605,0.1701594090176256,1.564905471588673e-37,1.3948315449364159e-34,Down
CA4,206209_s_at,-2.5535084962142793,0.1703402767315923,1.2498740297296509e-40,6.50845238524862e-37,Down
MT1M,217546_at,-2.5505701211766416,0.1706875668129357,1.2737797792788928e-23,8.84225383852697e-22,Down
GREM1,218469_at,2.5483627357438454,5.849700394546845,4.118674200550826e-24,3.1216468439072804e-22,Up
TCF21,204931_at,-2.5300979095573535,0.1731269337287977,3.8485139709106694e-39,6.596648985677111e-36,Down
FMO2,211726_s_at,-2.4680745640394086,0.1807321956404704,2.553950895980525e-27,3.2152365997250867e-25,Down
CAV2,203323_at,-2.4641038047723427,0.181230313759855,4.3840424018647804e-29,6.879550481743162e-27,Down
TOP2A,201292_at,2.455962939010206,5.486792203880148,1.3537345888775757e-25,1.3406785708426232e-23,Up
TGFBR3,204731_at,-2.4222016803198487,0.18657121452557857,1.2691693883468474e-35,7.251513200136616e-33,Down
CAV1,212097_at,-2.4203037538937426,0.18681681837550723,1.1475133784454363e-32,2.973260536267402e-30,Down
CD36,209555_s_at,-2.4169837326481334,0.18724722812890027,2.3363217659095655e-41,2.6030128954881423e-37,Down
LPL,203549_s_at,-2.3892575675598096,0.19088060586304068,6.917393196836098e-28,9.398797110066999e-26,Down
MMP12,204580_at,2.3773245891062675,5.195723254934251,6.022627908363871e-20,2.5870633533162366e-18,Up
MARCO,205819_at,-2.344173271985217,0.19693981703139182,1.285492747565837e-21,6.844755097198382e-20,Down
COL1A1,202310_s_at,2.328321875919773,5.022208331919165,1.1293091294566032e-18,4.0070693203314476e-17,Up
TOX3,216623_x_at,2.3113160030190008,4.963356228487855,7.414573417671079e-19,2.6996558736268734e-17,Up
SOSTDC1,213456_at,-2.292405263329348,0.20413489677390276,1.515868094368513e-25,1.488021530696633e-23,Down
CEACAM5,201884_at,2.285406718824767,4.875015205813335,3.92272817797839e-12,5.014925530114312e-11,Up
CP,204846_at,2.2840914653958455,4.870572854220743,8.970736078297655e-22,4.899385098840849e-20,Up
AQP4,210068_s_at,-2.265630961717454,0.2079587131813679,2.835847320318445e-22,1.676158775561165e-20,Down
PGC,205261_at,-2.262241687481348,0.20844783780782067,2.1576353808686334e-20,9.85216991637208e-19,Down
PDZD2,209493_at,-2.259843599432089,0.20879461376462935,2.91924406152112e-29,4.78305260462317e-27,Down
SDPR,218711_s_at,-2.2591125681185797,0.20890043937161937,3.738315236929436e-26,4.0437319623543024e-24,Down
ZBTB16,205883_at,-2.2585291583163256,0.2089849334651386,3.070034097321242e-25,2.8743516718743374e-23,Down
VWF,202112_at,-2.2584735086171666,0.20899299488675085,8.46594443927755e-38,8.574847270019165e-35,Down
FOSB,202768_at,-2.252872714274103,0.2098059191625931,4.843851334981348e-14,8.412746632688182e-13,Down
DLC1,210762_s_at,-2.245401959052078,0.21089518190886075,4.091036394262378e-26,4.382719421795604e-24,Down
RGCC,218723_s_at,-2.243364731924002,0.21119319698781935,2.068934178209397e-31,4.6925748314487227e-29,Down
FOXF1,205935_at,-2.2280578829806457,0.2134458646737977,2.92630327377554e-37,2.41506725368668e-34,Down
EDNRB,204271_s_at,-2.2274919115763563,0.2135296162299395,1.4604075719715973e-40,6.50845238524862e-37,Down
LAMP3,205569_at,-2.225596649834623,0.21381031342510393,2.339753206218316e-22,1.397767310835462e-20,Down
GPM6B,209170_s_at,-2.224538225279029,0.21396723163195971,2.367066550687323e-33,8.37227681729613e-31,Down
KLF4,221841_s_at,-2.2198551445151278,0.2146629115084082,1.0325900680813487e-25,1.0554680957365456e-23,Down
HMGB3,203744_at,2.21619725443737,4.646670206562279,1.2508443119942316e-26,1.444174290371371e-24,Up
LDB2,206481_s_at,-2.2117825543406067,0.21586742312823556,4.182349060177698e-37,3.2136304864806775e-34,Down
DUOX1,219597_s_at,-2.176523477041168,0.22120816194401383,6.298872774499454e-38,6.683703906389112e-35,Down
S100P,204351_at,2.166516626906759,4.48938127493731,3.498383950700706e-10,3.205365525224664e-09,Up
CFD,205382_s_at,-2.158523232560169,0.22398542575843913,1.4687964518551552e-27,1.8809880078556565e-25,Down
CPB2,206651_s_at,-2.139653671284311,0.22693425939696898,4.628170111763011e-25,4.108745601610166e-23,Down
SULF1,212354_at,2.118296335534831,4.3418092215323885,4.159956252369002e-25,3.768285258239483e-23,Up
MFAP4,212713_at,-2.1113992938522124,0.23142244611400234,2.861677953603063e-29,4.723464432602745e-27,Down
GPX3,201348_at,-2.110882269874029,0.23150539669799874,3.307279865585057e-30,6.141343103735986e-28,Down
ABCA3,204343_at,-2.096063716862071,0.23389554419482864,6.768214547365651e-22,3.77040311897372e-20,Down
CACNA2D2,204811_s_at,-2.095113993149191,0.23404956792841916,8.000429861543461e-23,5.007684792268903e-21,Down
EPAS1,200878_at,-2.087425408263547,0.23530022280138121,6.241343782497194e-35,2.781517270107699e-32,Down
THBS2,203083_at,2.0864912222255487,4.2471386949195,3.194016064468337e-23,2.0994766951194083e-21,Up
KAL1,205206_at,-2.0550092384521434,0.2406470697612299,8.95017520047316e-25,7.359289815208245e-23,Down
CXCL13,205242_at,2.054309123712879,4.153446938558881,3.1330646471278446e-13,4.814764105651707e-12,Up
KCNK3,205952_at,-2.049443264255454,0.2415772888761173,2.373200664932058e-35,1.2590959623019298e-32,Down
CLIC3,219529_at,-2.0325929938676923,0.24441538516103256,3.036437812466816e-23,2.005383132981368e-21,Down
SPOCK2,202524_s_at,-2.0318916224264587,0.2445342374773734,3.615163749728945e-34,1.4132753304422822e-31,Down
EMP2,204975_at,-2.0271598707382132,0.24533757763055877,2.1771045546980012e-30,4.182105240718583e-28,Down
PHLDA2,209803_s_at,2.0084627907237866,4.023532791842508,1.2399684622338039e-18,4.3787982953971244e-17,Up
PLA2G1B,206311_s_at,-2.007938182562987,0.2486281953057236,1.3317283094102707e-21,7.048670289451084e-20,Down
CHRDL1,209763_at,-2.001509178506333,0.24973861603181938,1.3946046482141895e-27,1.80674275442772e-25,Down
ADAMTSL3,213974_at,-1.993694907358197,0.2510949802815858,4.222120264083904e-34,1.6220949283548558e-31,Down
SLIT2,209897_s_at,-1.9668727455341308,0.25580693016357925,3.587339809809532e-33,1.1419527568855115e-30,Down
SLC39A8,209267_s_at,-1.9626415486576327,0.2565582727657446,3.154301961898284e-22,1.835177822897636e-20,Down
COL3A1,201852_x_at,1.9532707902871245,3.8725149008228743,3.779919780496362e-17,1.068012562578525e-15,Up
COL10A1,205941_s_at,1.951116687305067,3.8667371230203003,4.569997269186395e-24,3.4287289275852005e-22,Up
FRY,204072_s_at,-1.9456722770964108,0.2595937803152992,6.254017500706247e-26,6.542641876443066e-24,Down
ARHGAP6,206167_s_at,-1.9401847245570032,0.26058307267720227,4.359696627760619e-33,1.3307824651560258e-30,Down
SLC1A1,213664_at,-1.937091240939127,0.2611424246590543,4.694414844684633e-19,1.775987198371947e-17,Down
TIE1,204468_s_at,-1.931031629726954,0.26224158243155643,1.3277669918814565e-32,3.400762285068333e-30,Down
VIPR1,205019_s_at,-1.9306720493617195,0.26230695222467026,8.197242938034476e-25,6.841167205551393e-23,Down
KLF2,219371_s_at,-1.9243565285886692,0.26345774031250563,4.8303711413992383e-29,7.526934275790155e-27,Down
GPC3,209220_at,-1.9216964782934562,0.2639439534739995,2.291026309785114e-21,1.1927789546948996e-19,Down
GIMAP6,219777_at,-1.9101632446608052,0.2660624382596431,4.715784587802338e-25,4.1370798413385637e-23,Down
ADARB1,203865_s_at,-1.8991925178113984,0.268093376585179,1.6789112292076642e-34,6.927996096376737e-32,Down
RAMP3,205326_at,-1.8977550827336422,0.26836062562767804,2.7905733494864e-29,4.640473578104884e-27,Down
CLDN5,204482_at,-1.888277729445809,0.2701293436113158,2.2004453006132314e-35,1.202040762524618e-32,Down
THBD,203887_s_at,-1.8817390891678372,0.2713564132340269,5.3031769946295734e-27,6.457414916466164e-25,Down
ADAMTS1,222162_s_at,-1.881163858079523,0.2714646299833965,1.7129079937757907e-18,5.872112126970145e-17,Down
KIAA1462,213316_at,-1.8764116398011987,0.27236030522566335,2.506417302313998e-33,8.726640116791066e-31,Down
CRABP2,202575_at,1.8751963653638262,3.6685154608388175,4.443037856635977e-16,1.0487734381294436e-14,Up
S100A2,204268_at,1.8739863562068964,3.6654399138977696,2.217650289872305e-09,1.7699105089263818e-08,Up
PPAP2C,209529_at,1.872453442238915,3.6615473240900442,9.13080082624048e-27,1.0822427383570031e-24,Up
AOC3,204894_s_at,-1.8686365056263199,0.2738321024023215,3.516612585664692e-33,1.1356620035705265e-30,Down
SRPX,204955_at,-1.866185057215695,0.2742977974419501,1.2258483984070174e-26,1.4226864511303943e-24,Down
DOCK4,205003_at,-1.8519336042142855,0.2770208357400827,2.3895715158388186e-26,2.6490956262406166e-24,Down
AQP1,209047_at,-1.8475568994707974,0.2778625100510791,5.577579567760669e-16,1.2952404824945746e-14,Down
CDH3,203256_at,1.8402256237441943,3.58066022103311,2.4675480347026278e-18,8.33096558443616e-17,Up
GATA6,210002_at,-1.8365408195200557,0.2799923238434289,4.311536868995142e-26,4.5749512405627976e-24,Down
GOLM1,217771_at,1.8314141314584784,3.55885741198418,1.6518368808768985e-26,1.8779531232948943e-24,Up
MDK,209035_at,1.820287227972205,3.531515008947056,1.0720840767641e-24,8.718704190706001e-23,Up
COL11A1,204320_at,1.816479550879313,3.522206638852906,1.4090121813435546e-17,4.2601110497799763e-16,Up
KRT15,204734_at,1.815511742589373,3.5198446166879482,2.7434988583826705e-10,2.5722660710022943e-09,Up
SLPI,203021_at,-1.8140605689968297,0.2843893671334574,1.9029059276266534e-14,3.495667995490908e-13,Down
PECAM1,208982_at,-1.813913741770584,0.28441831173065774,1.4541214697920596e-38,1.8001215950764704e-35,Down
TSPAN7,202242_at,-1.8047090436678381,0.2862387616918945,6.879586183546281e-25,5.89606995876776e-23,Down
EMCN,219436_s_at,-1.80385018960028,0.28640921387154,2.816911700034898e-32,6.897719056250289e-30,Down
ALDH1A1,212224_at,-1.791849684454256,0.2888015350329069,1.11461416862062e-15,2.4911682567074496e-14,Down
SELENBP1,214433_s_at,-1.7829645615464447,0.2905856647567759,1.9154110187436246e-21,1.0019038434428213e-19,Down
C7,202992_at,-1.7755660355679055,0.2920796933695714,6.283149131153558e-19,2.3180035114154756e-17,Down
COL4A3,222073_at,-1.7735179949968334,0.2924946222631459,9.247664182200527e-15,1.7703238915118068e-13,Down
RAMP2,205779_at,-1.7688540321826194,0.2934417326757538,4.793878995802364e-36,2.9672779350962246e-33,Down
PIP5K1B,205632_s_at,-1.7637718684444037,0.29447725903655414,1.0411253375478262e-28,1.5363838342104775e-26,Down
ID4,209291_at,-1.7577755191755822,0.29570375746894556,2.2039349359528646e-20,1.002250656690565e-18,Down
CD93,202878_s_at,-1.7485399584845158,0.29760280748333096,7.489922965469705e-33,2.0365142061083506e-30,Down
NME1,201577_at,1.7477134023916268,3.3582587728807702,7.6931954671816655e-31,1.6021259307963465e-28,Up
LIMCH1,212327_at,-1.7393237503634804,0.2995100357486172,9.871791280875976e-25,8.057623630467376e-23,Down
SMAD6,207069_s_at,-1.7173816865415201,0.3041001247805513,6.740556932713928e-24,4.957090103355263e-22,Down
GNG11,204115_at,-1.713499687936662,0.30491949818698894,1.4117647093501828e-22,8.666212952741082e-21,Down
IL33,209821_at,-1.7133341832498266,0.30495448028606215,3.3247563770165268e-21,1.7070402384575866e-19,Down
ERG,213541_s_at,-1.7058869898476416,0.3065327255992434,1.82345045323752e-28,2.6214158999672035e-26,Down
AGTR1,205357_s_at,-1.6991026559412399,0.30797760322713125,3.1918820591154153e-37,2.5401681401167426e-34,Down
METTL7A,207761_s_at,-1.6851717746639672,0.31096588592855096,7.658044549096754e-29,1.1763138358899117e-26,Down
KIAA0101,202503_s_at,1.6848441584598906,3.2150566501808546,3.787028837533931e-21,1.9310380683471072e-19,Up
CDC20,202870_s_at,1.6743381674802977,3.191729012316476,1.253488354814533e-19,5.2110972034201934e-18,Up
CA2,209301_at,-1.6698807976769876,0.3142793098084133,1.4489148524190541e-18,5.036843940164397e-17,Down
HSD17B6,205700_at,-1.6692534948919757,0.31441599230074385,2.219093579959045e-19,8.877569522841543e-18,Down
PAICS,201013_s_at,1.6691040962146388,3.1801704575296217,7.594886320753399e-27,9.09875547770688e-25,Up
TPPP3,218876_at,-1.668462222091481,0.3145884868713825,8.272598063933908e-21,3.996659194739768e-19,Down
ECT2,219787_s_at,1.6643268477818474,3.1696572596837047,3.9840039279494176e-19,1.530613095284429e-17,Up
CXCL2,209774_x_at,-1.6619455246298358,0.31601270685368626,1.0777905887028385e-09,9.115047948865266e-09,Down
GDF15,221577_x_at,1.6617342842878244,3.1639664114342905,3.892532975837542e-11,4.2249056162000947e-10,Up
TNS1,221748_s_at,-1.6581775377195616,0.31683913795808105,4.0612011412558255e-30,7.478987192611864e-28,Down
IGFBP3,210095_s_at,1.6536102197322347,3.1461996417933293,1.420678474390296e-17,4.2895634749104287e-16,Up
BCHE,205433_at,-1.6519785674229421,0.3182034609923291,1.2027838995215986e-25,1.2018669790600798e-23,Down
DSP,200606_at,1.6496139261045073,3.1374966662005037,8.673482157732962e-12,1.0486771726574259e-10,Up
TMEM47,209656_s_at,-1.6478748452009135,0.3191098740102223,2.0842049567171643e-19,8.39825299286231e-18,Down
PTGDS,211748_x_at,-1.6466997496959923,0.3193698993963812,6.09988902275368e-22,3.415171535025635e-20,Down
C4BPA,205654_at,-1.6424514518335709,0.3203117325867124,1.0646011847736965e-12,1.5005446801297107e-11,Down
LHFP,218656_s_at,-1.6410456023881075,0.3206240158724066,1.3521084463775593e-25,1.3406785708426232e-23,Down
LIMS2,220765_s_at,-1.6278048224327932,0.3235801867813583,2.3580815933483692e-32,5.903947431975474e-30,Down
TPSAB1,205683_x_at,-1.625890416717807,0.3240098513511099,3.958280068607905e-12,5.051681258235392e-11,Down
FLRT3,219250_s_at,-1.6133960337674154,0.32682810733670736,6.212418700540796e-14,1.056727678657638e-12,Down
STEAP1,205542_at,1.5995190549919096,3.0304227256909786,3.857809469549198e-15,7.829104591071473e-14,Up
TPSB2,207134_x_at,-1.5989154340714276,0.3301250605067845,5.912917580827765e-12,7.336166060890039e-11,Down
RASIP1,220027_s_at,-1.594804444784307,0.33106710022176755,5.1762917984372844e-36,3.1173867606642706e-33,Down
NUSAP1,218039_at,1.5922944498416616,3.015285167209902,3.33211188589224e-19,1.3026219149708208e-17,Up
VSIG4,204787_at,-1.5839648438990164,0.333563920723532,4.487031263919025e-20,1.972081216053405e-18,Down
ADAMTS8,220677_s_at,-1.5815384264408854,0.3341254020489591,4.93471987213422e-33,1.4661381721435576e-30,Down
SEMA3G,219689_at,-1.5795916846622085,0.33457656803630426,1.4169485634861674e-24,1.1316797433749917e-22,Down
MAOA,212741_at,-1.577524042028859,0.3350564204789614,3.7887221190237635e-19,1.463155892169957e-17,Down
MYH11,201497_x_at,-1.5759944085601703,0.3354118561706757,3.0756954015293098e-24,2.388004203215248e-22,Down
ZWINT,204026_s_at,1.5749931569095734,2.9793407943975487,1.0686581045421706e-19,4.4593461691972255e-18,Up
SLC6A4,207519_at,-1.5721430509387737,0.3363084536930682,7.051368934292391e-18,2.20682098262412e-16,Down
MRC1,204438_at,-1.5720616723754421,0.33632742448725744,1.988012520023392e-15,4.23476728937501e-14,Down
TMEM204,219315_s_at,-1.5645909540323704,0.33807354834476094,2.988429801117893e-28,4.2146317252094943e-26,Down
OLR1,210004_at,-1.563922979564044,0.3382301142019043,1.1601102323396207e-14,2.1981918628591639e-13,Down
ADRB2,206170_at,-1.559688879913793,0.33922422836141986,1.3907876693898517e-25,1.37127971845195e-23,Down
JAM2,219213_at,-1.5591324301576375,0.339355092917849,3.392639220778541e-39,6.299848313050686e-36,Down
TBX3,219682_s_at,-1.5572290759845195,0.3398031011103895,4.4235782285675764e-26,4.67159211692755e-24,Down
LMO2,204249_s_at,-1.5537385250401163,0.34062623838044404,2.541872109878707e-26,2.7901741982476467e-24,Down
IGF2BP3,203820_s_at,1.5488930359028856,2.9259254998009134,6.203472582793761e-11,6.465480802731215e-10,Up
PCOLCE2,219295_s_at,-1.5475210868251237,0.3420973688535682,1.6909993049650154e-19,6.901197346618212e-18,Down
NDNF,219747_at,-1.5472184407304734,0.3421691409815206,4.895681289427221e-17,1.35012953183548e-15,Down
SLCO2A1,204368_at,-1.5462761363335709,0.3423927036870709,9.253068082164319e-23,5.75938871717507e-21,Down
TBX2,40560_at,-1.541679248837088,0.343485416213489,2.282284824060365e-31,5.0352626469838735e-29,Down
CEP55,218542_at,1.5409787299049986,2.909918465133782,2.0525909715815087e-20,9.430491674175414e-19,Up
DPYSL2,200762_at,-1.5380612511161118,0.34434789163811,1.7387689185190826e-25,1.6993415706737157e-23,Down
PID1,219093_at,-1.53583845286453,0.34487884642821975,2.3246650865291683e-25,2.2327806949624765e-23,Down
SPARCL1,200795_at,-1.5333987423022464,0.34546255704082923,3.8115196526159743e-25,3.509590595836436e-23,Down
ICAM2,213620_s_at,-1.5322302736639717,0.34574246766883826,1.776979542488855e-25,1.7215841367512678e-23,Down
FABP5,202345_s_at,-1.5233434559236496,0.3478787701638051,2.0506721943491554e-16,5.1632913566872576e-15,Down
HEG1,213069_at,-1.5196784038557318,0.3487636520357747,3.971567569584932e-28,5.531152509566315e-26,Down
FBLN5,203088_at,-1.5189396822142864,0.34894227968931935,1.0011427786241767e-27,1.3200274873421617e-25,Down
NEK2,204641_at,1.51536540395848,2.8587122387835104,7.780805706349254e-17,2.0838905475310148e-15,Up
C14orf132,218820_at,-1.5140257634447538,0.35013282754327363,2.1257469114751022e-31,4.73680184283997e-29,Down
ACADL,206069_s_at,-1.513044829283957,0.35037097492149905,8.266425400528003e-36,4.847388347367513e-33,Down
GPR116,212950_at,-1.5104741090059797,0.3509958531525397,5.161587771268204e-13,7.657500686229652e-12,Down
RRM2,209773_s_at,1.4991710406238568,2.826802403207821,3.9815691394885986e-19,1.530613095284429e-17,Up
TACC1,200911_s_at,-1.4980590676523526,0.3540293643825012,7.941651081926391e-34,2.9493968509760965e-31,Down
CENPU,218883_s_at,1.4947552987519366,2.818163469821113,8.00699237034454e-19,2.898870711971887e-17,Up
PMAIP1,204285_s_at,1.4924346879535513,2.813634027735691,1.9193562256411626e-12,2.5764466732507245e-11,Up
P2RY14,206637_at,-1.4921765255084445,0.35547585461475034,5.8692746594324314e-24,4.345018180602421e-22,Down
FXYD1,205384_at,-1.4880772323522162,0.3564873448551519,8.842026808627644e-32,2.0960306742196785e-29,Down
CXCL3,207850_at,-1.4879080830534868,0.3565291437923773,6.355642039168876e-13,9.274575740589395e-12,Down
RBP4,219140_s_at,-1.4873905015728344,0.3566570751863236,1.4819929194694807e-14,2.7588344381402203e-13,Down
ASPM,219918_s_at,1.4829959421713568,2.795286081466831,4.1166522774098395e-17,1.158224276483882e-15,Up
TYMS,202589_at,1.4826128516220942,2.794543924956214,5.512810797906856e-19,2.0473660501626413e-17,Up
AHNAK2,212992_at,1.4816072072684738,2.7925966401955824,7.005300111283296e-10,6.107072607105096e-09,Up
GALNT7,218313_s_at,1.4814073455256818,2.7922097985157484,2.7655760086416924e-20,1.242446173398444e-18,Up
PDLIM2,219165_at,-1.4790704825422285,0.35871985804546946,4.6444949636899905e-27,5.6864440261485745e-25,Down
PTPRB,205846_at,-1.4761858986178744,0.35943781483102544,9.142251169130668e-28,1.2198609748607106e-25,Down
AGR2,209173_at,1.4733651729556616,2.7766881805265893,4.6024882835605556e-10,4.127052169922731e-09,Up
CCNB1,214710_s_at,1.4712781688567915,2.7726743245326855,2.5955708827687967e-19,1.0273020600486163e-17,Up
RAI2,219440_at,-1.4706096847237866,0.36082977954055706,2.393157679964077e-32,5.92519250918217e-30,Down
ANXA3,209369_at,-1.4699889689408838,0.3609850590150874,5.785188869249475e-13,8.464304896486282e-12,Down
NEDD9,202149_at,-1.464992209168539,0.3622374947857714,1.141994885117329e-16,2.965859210381054e-15,Down
HPGD,203914_x_at,-1.4648402080052723,0.36227566184096544,3.407983441674293e-10,3.1328422042420903e-09,Down
PLAU,205479_s_at,1.4637282734535546,2.758202297008148,1.0974933242315298e-15,2.4578335420955958e-14,Up
FXYD6,217897_at,-1.462655885585857,0.3628245832603383,7.49424067230107e-33,2.0365142061083506e-30,Down
CXCL14,218002_s_at,1.460853023776214,2.752710753308337,7.171600105789439e-07,3.6686126069170357e-06,Up
LRRN3,209841_s_at,-1.459536241655524,0.3636099939924889,1.3659616363306772e-34,5.742966630633298e-32,Down
NEDD4L,212448_at,-1.4564908379282198,0.3643783537433545,4.1380961723877466e-23,2.6650056939108713e-21,Down
GHR,205498_at,-1.455379517358904,0.3646591457007362,4.381200050708142e-25,3.952481001211722e-23,Down
FEZ1,203562_at,-1.4524998859929656,0.3653877352985333,8.206838099865103e-31,1.6895024091657644e-28,Down
CAMK2N1,218309_at,-1.4495894655133714,0.36612559416433244,1.7717585240434765e-14,3.268219800601059e-13,Down
ALOX5,204446_s_at,-1.4471107088648836,0.36675519107170773,7.300285938681074e-15,1.4244507142874812e-13,Down
COX7A1,204570_at,-1.4460386301759343,0.3670278311938358,7.565315830004612e-28,1.0208396762262376e-25,Down
FHL2,202949_s_at,1.4432364307269534,2.719302090038489,1.5815656974866594e-18,5.463880377844222e-17,Up
DACH1,205471_s_at,-1.4428715135457422,0.36783444434946494,1.0857321074690435e-25,1.1047200251476116e-23,Down
FBLN1,202995_s_at,-1.4426590589408868,0.36788861648822635,4.762558464720209e-15,9.543533297604355e-14,Down
ANGPT1,205608_s_at,-1.4425172780436322,0.36792477252933903,4.136840165950181e-26,4.410584182673105e-24,Down
TMPRSS4,218960_at,1.4419624325232219,2.7169018206222404,1.5890387020402296e-14,2.9482555701550737e-13,Up
HSPB8,221667_s_at,-1.4341753819521479,0.37005833543684025,5.6074837233531925e-24,4.16505199358264e-22,Down
TGFBR2,208944_at,-1.4308071304831103,0.3709233177572492,6.970323948709707e-25,5.950947453988444e-23,Down
MMP11,203878_s_at,1.4285393688796635,2.6917405685124938,1.5884953890661203e-16,4.0314855073531164e-15,Up
CTNNAL1,202468_s_at,-1.427913903128081,0.3716679257715672,1.7677640982451489e-25,1.7201348210129542e-23,Down
FOLR1,204437_s_at,-1.42617127868332,0.3721171329257504,1.581057550833292e-10,1.5499650420245597e-09,Down
PTGER4,204897_at,-1.423600303857146,0.3727808606812794,2.3520840865230034e-17,6.842231031330559e-16,Down
PFKP,201037_at,1.4235799712371584,2.68250334733806,1.5761131989954865e-18,5.4534985113690095e-17,Up
HBEGF,203821_at,-1.4235215780851505,0.37280120334618727,9.07135490194052e-20,3.857576360304209e-18,Down
CADM1,209031_at,-1.4230905693947928,0.37291259526070114,5.545264241275844e-13,8.167771044086694e-12,Down
KDELR2,200700_s_at,1.422270212013375,2.6800691259403955,1.5916656662634622e-29,2.728237387796056e-27,Up
MYL9,201058_s_at,-1.4218197513539774,0.3732412252372815,1.0620183270438314e-17,3.255151909424718e-16,Down
EEF1A2,204540_at,1.4218126473976112,2.6792192510060167,1.1115034962341902e-07,6.587136278347463e-07,Up
PCDH17,205656_at,-1.4214257810397584,0.3733431636498069,1.5933266241095694e-24,1.268003470179769e-22,Down
BUB1B,203755_at,1.4208582613423673,2.6774474531992207,1.069845459409969e-15,2.3983265967839376e-14,Up
MAD2L1,203362_s_at,1.4207424380372968,2.677232509391642,6.363319140801965e-17,1.7313045227654479e-15,Up
COL5A2,221729_at,1.419594535028855,2.675103174454109,1.2364510284145126e-14,2.332924493324351e-13,Up
DES,202222_s_at,-1.4174461247065429,0.3743744478633453,8.516492995084721e-23,5.315770683738735e-21,Down
PRC1,218009_s_at,1.4104372273828254,2.6581771010668866,4.72235125991944e-14,8.24026257829169e-13,Up
MYH10,212372_at,-1.4068243571396906,0.37714093190991504,3.621047590673258e-23,2.3524140951303853e-21,Down
NMU,206023_at,1.4058588327589732,2.649754743764099,5.169753416925347e-10,4.596872122479949e-09,Up
STXBP6,220994_s_at,-1.4054842845686117,0.37749140862170266,5.6999969068884385e-33,1.6283721932845522e-30,Down
IL7R,205798_at,-1.405299476357845,0.3775397681005591,1.1276273067168377e-15,2.5177273823217727e-14,Down
MMP9,203936_s_at,1.4050808320679113,2.648326198431366,2.8140199061467148e-14,5.03248840840026e-13,Up
KLF9,203542_s_at,-1.4036142915615741,0.37798102282497625,2.5019182414920454e-19,9.95540074556558e-18,Down
CD24,209771_x_at,1.403571054205491,2.6455561793129037,8.721428837713083e-13,1.2441715671623601e-11,Up
HOXA5,213844_at,-1.4024570560288545,0.3782843360941622,1.4216226114672089e-27,1.8310992284002204e-25,Down
EFEMP1,201842_s_at,-1.4022588023574922,0.37833632311117843,2.19354507396591e-16,5.479682161791746e-15,Down
NET1,201830_s_at,1.4003799465422233,2.6397109213086813,5.45882233674171e-17,1.4998636020914367e-15,Up
LEPREL1,218717_s_at,-1.3974986504859226,0.3795867001216392,1.0137205206750663e-25,1.0409555005623272e-23,Down
MUC16,220196_at,1.3942581244855692,2.6285335048687615,5.583884780645619e-10,4.933612393621186e-09,Up
